epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,17924.6,1.06258,0.571,1.09905,0.98156,0.99328,0.99305,0.67621,1.17934,0.57148,1.16201,0.007525,0.007525,0.007525
27,18340.7,1.06726,0.57056,1.08736,0.98692,0.98881,0.99398,0.64868,1.203,0.60748,1.1828,0.007426,0.007426,0.007426
28,18743.4,1.00469,0.54375,1.06239,0.98619,0.98507,0.98979,0.64403,1.24244,0.57737,1.18457,0.007327,0.007327,0.007327
29,19172.9,1.04472,0.54119,1.09319,0.98518,0.99227,0.98823,0.71905,1.01732,0.53886,1.10443,0.007228,0.007228,0.007228
30,19618,1.0217,0.57188,1.07283,0.98524,0.99614,0.99303,0.6894,1.07586,0.54291,1.13023,0.007129,0.007129,0.007129
31,20024.7,1.04947,0.53616,1.11244,0.98883,0.99134,0.99176,0.68989,1.1526,0.52322,1.2019,0.00703,0.00703,0.00703
32,20422.8,0.98505,0.53253,1.08423,0.97692,0.94768,0.98865,0.67109,1.16204,0.57077,1.17645,0.006931,0.006931,0.006931
33,20823.3,1.04326,0.56153,1.08658,0.9874,0.99627,0.99474,0.6731,1.15723,0.52904,1.15246,0.006832,0.006832,0.006832
34,21228.1,1.00694,0.53826,1.0626,0.97683,0.99254,0.99038,0.66966,1.14157,0.56496,1.13199,0.006733,0.006733,0.006733
35,21625.8,0.96829,0.52197,1.0542,0.91546,0.96977,0.97156,0.51273,1.36094,0.76129,1.23785,0.006634,0.006634,0.006634
36,22024.3,0.98193,0.51078,1.05814,0.96909,0.99254,0.99043,0.64011,1.29376,0.54432,1.25469,0.006535,0.006535,0.006535
37,23183.7,1.01344,0.52406,1.07647,0.98353,0.99627,0.99357,0.69657,1.12709,0.51316,1.15375,0.006436,0.006436,0.006436
38,23627.3,0.99999,0.53522,1.05778,0.99147,0.99254,0.99328,0.66833,1.14395,0.50801,1.14474,0.006337,0.006337,0.006337
39,24073.5,0.98889,0.53301,1.06384,0.98353,0.97015,0.98973,0.68843,1.10821,0.53413,1.14057,0.006238,0.006238,0.006238
40,24508.5,0.99537,0.53487,1.0492,0.98926,0.98881,0.99125,0.71503,1.11529,0.48418,1.16526,0.006139,0.006139,0.006139
41,24938.2,0.96914,0.51019,1.05489,0.9849,0.98881,0.99322,0.66929,1.2386,0.51606,1.21462,0.00604,0.00604,0.00604
42,25337.4,0.97903,0.51601,1.05758,0.98511,0.98765,0.99347,0.68533,1.13523,0.49158,1.14133,0.005941,0.005941,0.005941
43,25738.1,0.97291,0.50343,1.06294,0.98083,0.99254,0.99035,0.64356,1.21934,0.53768,1.16374,0.005842,0.005842,0.005842
44,26135.1,0.97723,0.51184,1.0505,0.9744,0.9943,0.99099,0.67297,1.10817,0.49957,1.16132,0.005743,0.005743,0.005743
45,26536.3,0.95135,0.49751,1.05348,0.98117,0.97015,0.98592,0.69885,1.08743,0.49605,1.14616,0.005644,0.005644,0.005644
46,26936.5,0.97694,0.49672,1.06574,0.99576,0.99627,0.99392,0.68852,1.15838,0.47636,1.17794,0.005545,0.005545,0.005545
47,27335.9,0.98284,0.4914,1.07357,0.98881,0.98874,0.99448,0.68964,1.10456,0.46328,1.15596,0.005446,0.005446,0.005446
48,27747.3,0.95354,0.48285,1.03066,0.98881,0.98927,0.99466,0.7203,1.0356,0.46767,1.10734,0.005347,0.005347,0.005347
49,28173.1,0.93722,0.47575,1.0338,0.95636,0.98135,0.98582,0.66842,1.07152,0.57507,1.09703,0.005248,0.005248,0.005248
50,28583.7,0.92172,0.48154,1.02474,0.98886,0.99341,0.99474,0.68686,1.15269,0.47376,1.15138,0.005149,0.005149,0.005149
51,29002.6,0.95161,0.48536,1.04942,0.98804,0.98507,0.99399,0.68775,1.14068,0.50741,1.14565,0.00505,0.00505,0.00505
52,29399.6,0.95296,0.49592,1.04115,0.97788,0.98975,0.99214,0.72015,1.05571,0.4575,1.10838,0.004951,0.004951,0.004951
53,29818.3,0.93699,0.48356,1.04299,0.97432,0.99094,0.99165,0.70037,1.12947,0.49365,1.14195,0.004852,0.004852,0.004852
54,30235.4,0.93663,0.47605,1.03826,0.97411,0.98288,0.99357,0.67674,1.23022,0.48913,1.2006,0.004753,0.004753,0.004753
55,30633.4,0.92695,0.47464,1.04104,0.96078,0.98134,0.98905,0.68888,1.11006,0.46969,1.14937,0.004654,0.004654,0.004654
56,31058.7,0.94349,0.4812,1.02873,0.97343,0.97761,0.99316,0.67063,1.15363,0.48696,1.14862,0.004555,0.004555,0.004555
57,31468.9,0.9574,0.47798,1.04256,0.98611,0.98507,0.99162,0.67826,1.18807,0.45378,1.19815,0.004456,0.004456,0.004456
58,31885.1,0.89455,0.4531,1.01408,0.98131,0.97977,0.99379,0.69243,1.10608,0.48488,1.13969,0.004357,0.004357,0.004357
59,32306,0.9054,0.45693,1.02245,0.98808,0.98507,0.99463,0.67719,1.14608,0.49594,1.13897,0.004258,0.004258,0.004258
60,32731.5,0.89864,0.45278,1.02188,0.99473,0.99627,0.99403,0.71871,1.0904,0.43552,1.12688,0.004159,0.004159,0.004159
61,33152.9,0.92933,0.45583,1.0186,0.98712,0.98507,0.99072,0.7334,1.01323,0.43069,1.09593,0.00406,0.00406,0.00406
62,33571.4,0.8791,0.45716,1.00031,0.97636,0.98881,0.99133,0.71896,1.05895,0.46921,1.11193,0.003961,0.003961,0.003961
63,33973.5,0.91597,0.45606,1.02155,0.98134,0.99627,0.99367,0.70157,1.13261,0.45928,1.15668,0.003862,0.003862,0.003862
64,34399.5,0.89041,0.45695,1.01959,0.9655,0.98134,0.99177,0.75803,0.9174,0.43898,1.0455,0.003763,0.003763,0.003763
65,34816.9,0.88823,0.4421,1.01184,0.99172,0.99627,0.99362,0.71562,1.07308,0.42179,1.10676,0.003664,0.003664,0.003664
66,35239.8,0.87758,0.44913,1.00323,0.99162,0.99627,0.99481,0.7107,1.08185,0.42137,1.11051,0.003565,0.003565,0.003565
67,35662.4,0.8678,0.43271,1.00698,0.97797,0.99405,0.99448,0.7252,1.02607,0.41242,1.07712,0.003466,0.003466,0.003466
68,36070.1,0.88831,0.42964,0.99853,0.98704,0.99627,0.99474,0.74105,1.02132,0.41491,1.086,0.003367,0.003367,0.003367
69,36468.6,0.86213,0.41884,0.9788,0.98097,0.97761,0.99245,0.72446,1.06163,0.44076,1.09267,0.003268,0.003268,0.003268
70,36865.5,0.85675,0.42053,0.9844,0.98149,0.99254,0.99455,0.73684,0.996,0.40742,1.06926,0.003169,0.003169,0.003169
